2018-05-13 16:29:42.912814,EventFoo,BallroomA,Positive
2018-05-13 16:29:45.912816,EventFoo,BallroomA,Negative
2018-05-13 16:29:48.912816,EventFoo,BallroomA,Positive
2018-05-13 16:29:51.912824,EventFoo,BallroomA,Positive
2018-05-13 16:29:54.912895,EventFoo,BallroomA,Neutral
2018-05-13 16:29:57.914540,EventFoo,BallroomA,Positive
2018-05-13 16:30:00.914544,EventFoo,BallroomA,Positive
2018-05-13 16:30:03.914544,EventFoo,BallroomA,Positive
2018-05-13 16:30:06.914576,EventFoo,BallroomA,Neutral
2018-05-13 16:30:09.914577,EventFoo,BallroomA,Positive
2018-05-13 16:30:12.915468,EventFoo,BallroomA,Neutral
2018-05-13 16:30:15.915495,EventFoo,BallroomA,Negative
2018-05-13 16:30:18.915499,EventFoo,BallroomA,Positive
2018-05-13 16:30:21.915499,EventFoo,BallroomA,Negative
2018-05-13 16:30:24.915839,EventFoo,BallroomA,Neutral
2018-05-13 16:30:27.915839,EventFoo,BallroomA,Neutral
2018-05-13 16:30:30.915842,EventFoo,BallroomA,Positive
2018-05-13 16:30:33.915845,EventFoo,BallroomA,Neutral
2018-05-13 16:30:36.915849,EventFoo,BallroomA,Positive
2018-05-13 16:30:39.916495,EventFoo,BallroomA,Neutral
2018-05-13 16:30:42.916497,EventFoo,BallroomA,Neutral
2018-05-13 16:30:45.916500,EventFoo,BallroomA,Neutral
2018-05-13 16:30:48.916503,EventFoo,BallroomA,Neutral
2018-05-13 16:30:51.916504,EventFoo,BallroomA,Negative
2018-05-13 16:30:54.916504,EventFoo,BallroomA,Negative
2018-05-13 16:30:57.916505,EventFoo,BallroomA,Positive
2018-05-13 16:31:00.916506,EventFoo,BallroomA,Positive
2018-05-13 16:31:03.916509,EventFoo,BallroomA,Positive
2018-05-13 16:31:06.916513,EventFoo,BallroomA,Positive
2018-05-13 16:31:09.916517,EventFoo,BallroomA,Positive
2018-05-13 16:31:12.916520,EventFoo,BallroomA,Positive
2018-05-13 16:31:15.916522,EventFoo,BallroomA,Negative
2018-05-13 16:31:18.916526,EventFoo,BallroomA,Negative
2018-05-13 16:31:21.916526,EventFoo,BallroomA,Positive
2018-05-13 16:31:24.916529,EventFoo,BallroomA,Neutral
2018-05-13 16:31:27.916533,EventFoo,BallroomA,Negative
2018-05-13 16:31:30.916533,EventFoo,BallroomA,Negative
2018-05-13 16:31:33.916533,EventFoo,BallroomA,Negative
2018-05-13 16:31:36.916782,EventFoo,BallroomA,Neutral
2018-05-13 16:31:39.917339,EventFoo,BallroomA,Negative
2018-05-13 16:31:42.917343,EventFoo,BallroomA,Negative
2018-05-13 16:31:45.917344,EventFoo,BallroomA,Neutral
2018-05-13 16:31:48.917347,EventFoo,BallroomA,Negative
2018-05-13 16:31:51.917350,EventFoo,BallroomA,Neutral
2018-05-13 16:31:54.920410,EventFoo,BallroomA,Neutral
2018-05-13 16:31:57.920410,EventFoo,BallroomA,Negative
2018-05-13 16:32:00.920411,EventFoo,BallroomA,Positive
2018-05-13 16:32:03.920413,EventFoo,BallroomA,Neutral
2018-05-13 16:32:06.920415,EventFoo,BallroomA,Neutral
2018-05-13 16:32:09.920419,EventFoo,BallroomA,Positive
2018-05-13 16:32:12.920420,EventFoo,BallroomA,Neutral
2018-05-13 16:32:15.920424,EventFoo,BallroomA,Positive
2018-05-13 16:32:18.920424,EventFoo,BallroomA,Negative
2018-05-13 16:32:21.920424,EventFoo,BallroomA,Negative
2018-05-13 16:32:24.920425,EventFoo,BallroomA,Negative
2018-05-13 16:32:27.920427,EventFoo,BallroomA,Positive
2018-05-13 16:32:30.920430,EventFoo,BallroomA,Positive
2018-05-13 16:32:33.920434,EventFoo,BallroomA,Neutral
2018-05-13 16:32:36.920435,EventFoo,BallroomA,Negative
2018-05-13 16:32:39.920438,EventFoo,BallroomA,Positive
2018-05-13 16:32:42.920440,EventFoo,BallroomA,Negative
2018-05-13 16:32:45.920442,EventFoo,BallroomA,Negative
2018-05-13 16:32:48.926923,EventFoo,BallroomA,Neutral
2018-05-13 16:32:51.926926,EventFoo,BallroomA,Neutral
2018-05-13 16:32:54.926927,EventFoo,BallroomA,Positive
2018-05-13 16:32:57.926928,EventFoo,BallroomA,Negative
2018-05-13 16:33:00.926929,EventFoo,BallroomA,Negative
