Timestamp,EventID,Feedback
2018-05-20 16:59:42.012029,T1,Neutral
2018-05-20 16:59:43.017558,T1,Positive
2018-05-20 16:59:44.021986,T1,Positive
2018-05-20 16:59:45.026731,T1,Positive
2018-05-20 16:59:46.033815,T1,Positive
2018-05-20 16:59:47.040084,T1,Neutral
2018-05-20 16:59:48.055225,T1,Negative
2018-05-20 16:59:49.067874,T1,Neutral
2018-05-20 16:59:50.076780,T1,Negative
2018-05-20 16:59:51.081984,T1,Negative
2018-05-20 16:59:52.087662,T1,Neutral
2018-05-20 16:59:53.094942,T1,Negative
2018-05-20 16:59:54.105330,T1,Positive
2018-05-20 16:59:55.114855,T1,Positive
2018-05-20 16:59:56.119039,T1,Negative
2018-05-20 16:59:57.124865,T1,Negative
2018-05-20 16:59:58.130768,T1,Neutral
2018-05-20 16:59:59.136673,T1,Neutral
2018-05-20 17:00:00.142664,T1,Negative
2018-05-20 17:00:01.147545,T1,Neutral
2018-05-20 17:00:02.151696,T1,Positive
2018-05-20 17:00:03.159636,T1,Neutral
2018-05-20 17:00:04.163183,T1,Positive
2018-05-20 17:00:05.167820,T1,Positive
2018-05-20 17:00:06.173552,T1,Positive
2018-05-20 17:00:07.182334,T1,Negative
2018-05-20 17:00:08.186626,T1,Negative
2018-05-20 17:00:09.196510,T1,Negative
2018-05-20 17:00:10.210898,T1,Neutral
2018-05-20 17:00:11.221350,T1,Positive
2018-05-20 17:00:12.229717,T1,Neutral
2018-05-20 17:00:13.234559,T1,Negative
2018-05-20 17:00:14.238817,T1,Neutral
2018-05-20 17:00:15.247286,T1,Positive
2018-05-20 17:00:16.255186,T1,Neutral
2018-05-20 17:00:17.260239,T1,Neutral
2018-05-20 17:00:18.264980,T1,Negative
2018-05-20 17:00:19.269990,T1,Positive
2018-05-20 17:00:20.275080,T1,Neutral
2018-05-20 17:00:21.280359,T1,Negative
2018-05-20 17:00:22.287280,T1,Neutral
2018-05-20 17:00:23.297102,T1,Neutral
2018-05-20 17:00:24.313077,T1,Negative
2018-05-20 17:00:25.327908,T1,Positive
2018-05-20 17:00:26.338983,T1,Negative
2018-05-20 17:00:27.343755,T1,Negative
2018-05-20 17:00:28.349509,T1,Positive
2018-05-20 17:00:29.357828,T1,Neutral
2018-05-20 17:00:30.364525,T1,Neutral
2018-05-20 17:00:31.370470,T1,Neutral
2018-05-20 17:00:32.379436,T1,Positive
2018-05-20 17:00:33.385346,T1,Neutral
2018-05-20 17:00:34.392233,T1,Negative
2018-05-20 17:00:35.397434,T1,Positive
2018-05-20 17:00:36.404655,T1,Neutral
2018-05-20 17:00:37.411151,T1,Neutral
2018-05-20 17:00:38.416847,T1,Neutral
2018-05-20 17:00:39.423758,T1,Positive
2018-05-20 17:00:40.428854,T1,Positive
2018-05-20 17:00:41.441049,T1,Neutral
2018-05-20 17:00:42.449876,T1,Negative
2018-05-20 17:00:43.455875,T1,Positive
2018-05-20 17:00:44.462788,T1,Neutral
2018-05-20 17:00:45.470435,T1,Neutral
2018-05-20 17:00:46.475352,T1,Neutral
2018-05-20 17:00:47.481921,T1,Neutral
2018-05-20 17:00:48.493507,T1,Positive
2018-05-20 17:00:49.507048,T1,Negative
2018-05-20 17:00:50.516301,T1,Positive
2018-05-20 17:00:51.524430,T1,Neutral
2018-05-20 17:00:52.535174,T1,Positive
2018-05-20 17:00:53.550006,T1,Positive
2018-05-20 17:00:54.559327,T1,Neutral
2018-05-20 17:00:55.564503,T1,Positive
2018-05-20 17:00:56.570716,T1,Positive
2018-05-20 17:00:57.574639,T1,Neutral
2018-05-20 17:00:58.578852,T1,Neutral
2018-05-20 17:00:59.582885,T1,Positive
2018-05-20 17:01:00.591215,T1,Negative
2018-05-20 17:01:01.598396,T1,Negative
2018-05-20 17:01:02.603342,T1,Positive
2018-05-20 17:01:03.611410,T1,Neutral
2018-05-20 17:01:04.615978,T1,Negative
2018-05-20 17:01:05.625340,T1,Positive
2018-05-20 17:01:06.630756,T1,Negative
2018-05-20 17:01:07.635138,T1,Negative
2018-05-20 17:01:08.639472,T1,Neutral
2018-05-20 17:01:09.643565,T1,Neutral
2018-05-20 17:01:10.649575,T1,Neutral
2018-05-20 17:01:11.658719,T1,Negative
2018-05-20 17:01:12.667068,T1,Negative
2018-05-20 17:01:13.671976,T1,Negative
2018-05-20 17:01:14.678437,T1,Negative
2018-05-20 17:01:15.683949,T1,Negative
2018-05-20 17:01:16.692067,T1,Positive
2018-05-20 17:01:17.696139,T1,Negative
2018-05-20 17:01:18.700456,T1,Neutral
2018-05-20 17:01:19.704965,T1,Negative
2018-05-20 17:01:20.714986,T1,Neutral
2018-05-20 17:01:21.721121,T1,Negative
2018-05-20 17:01:22.730678,T1,Neutral
2018-05-20 17:01:23.736189,T1,Negative
2018-05-20 17:01:24.741904,T1,Negative
2018-05-20 17:01:25.749449,T1,Negative
2018-05-20 17:01:26.754935,T1,Negative
2018-05-20 17:01:27.765305,T1,Negative
2018-05-20 17:01:28.775720,T1,Negative
2018-05-20 17:01:29.780997,T1,Neutral
2018-05-20 17:01:30.786126,T1,Positive
2018-05-20 17:01:31.793633,T1,Positive
2018-05-20 17:01:32.798437,T1,Positive
2018-05-20 17:01:33.806451,T1,Neutral
2018-05-20 17:01:34.816614,T1,Negative
2018-05-20 17:01:35.829478,T1,Positive
2018-05-20 17:01:36.846344,T1,Negative
2018-05-20 17:01:37.853182,T1,Positive
2018-05-20 17:01:38.859888,T1,Neutral
2018-05-20 17:01:39.866619,T1,Neutral
2018-05-20 17:01:40.874163,T1,Negative
2018-05-20 17:01:41.882609,T1,Negative
2018-05-20 17:01:42.891276,T1,Negative
2018-05-20 17:01:43.897271,T1,Negative
2018-05-20 17:01:44.908617,T1,Neutral
2018-05-20 17:01:45.915558,T1,Neutral
2018-05-20 17:01:46.932135,T1,Positive
2018-05-20 17:01:47.935835,T1,Negative
2018-05-20 17:01:48.943251,T1,Positive
2018-05-20 17:01:49.947175,T1,Negative
2018-05-20 17:01:50.952639,T1,Neutral
2018-05-20 17:01:51.956966,T1,Neutral
2018-05-20 17:01:52.964404,T1,Positive
2018-05-20 17:01:53.978236,T1,Neutral
2018-05-20 17:01:54.986893,T1,Positive
2018-05-20 17:01:55.993423,T1,Negative
2018-05-20 17:01:57.004166,T1,Positive
2018-05-20 17:01:58.013836,T1,Neutral
2018-05-20 17:01:59.019362,T1,Positive
2018-05-20 17:02:00.023754,T1,Neutral
2018-05-20 17:02:47.284666,T1,Negative
2018-05-20 17:02:48.324901,T1,Negative
2018-05-20 17:02:49.333026,T1,Neutral
2018-05-20 17:02:50.337651,T1,Positive
2018-05-20 17:02:51.344000,T1,Negative
2018-05-20 17:02:52.352176,T1,Negative
2018-05-20 17:02:53.362221,T1,Neutral
2018-05-20 17:02:54.370955,T1,Positive
2018-05-20 17:02:55.375064,T1,Negative
2018-05-20 17:03:50.698840,T1,Negative
2018-05-20 17:03:51.707326,T1,Neutral
2018-05-20 17:03:52.713425,T1,Neutral
2018-05-20 17:03:53.719067,T1,Neutral
2018-05-20 17:03:54.725083,T1,Negative
2018-05-20 17:03:55.731383,T1,Neutral
2018-05-20 17:03:56.736896,T1,Positive
2018-05-20 17:03:57.742517,T1,Positive
2018-05-20 17:03:58.747953,T1,Positive
2018-05-20 17:09:42.988410,T1,Neutral
2018-05-20 17:09:43.998862,T1,Neutral
2018-05-20 17:09:45.005862,T1,Negative
2018-05-20 17:09:46.010129,T1,Negative
2018-05-20 17:09:47.019766,T1,Positive
2018-05-20 17:09:48.031405,T1,Negative
2018-05-20 17:09:49.037762,T1,Negative
2018-05-20 17:09:50.043668,T1,Negative
2018-05-20 17:09:51.048282,T1,Positive
2018-05-20 17:10:55.291646,T1,Positive
2018-05-20 17:10:56.306252,T1,Neutral
2018-05-20 17:10:57.310819,T1,Negative
2018-05-20 17:10:58.317584,T1,Neutral
2018-05-20 17:10:59.322403,T1,Positive
2018-05-20 17:11:00.327907,T1,Negative
2018-05-20 17:11:01.336310,T1,Positive
2018-05-20 17:11:02.353459,T1,Negative
2018-05-20 17:11:03.363071,T1,Negative
2018-05-20 17:24:35.779004,T1,Neutral
2018-05-20 17:24:36.783461,T1,Neutral
2018-05-20 17:24:37.784963,T1,Neutral
2018-05-20 17:24:38.785501,T1,Negative
2018-05-20 17:25:03.811826,T1,Positive
2018-05-20 17:25:04.827698,T1,Negative
2018-05-20 17:25:05.837362,T1,Positive
2018-05-20 17:25:06.843981,T1,Positive
2018-05-20 17:25:07.850992,T1,Neutral
2018-05-20 17:25:08.862629,T1,Neutral
2018-05-20 17:25:09.868610,T1,Positive
2018-05-20 17:25:10.874166,T1,Positive
2018-05-20 17:25:11.878541,T1,Negative
2018-05-20 17:25:45.102228,T1,Positive
2018-05-20 17:25:46.111033,T1,Positive
2018-05-20 17:25:47.120960,T1,Positive
2018-05-20 17:25:48.127062,T1,Neutral
2018-05-20 17:25:49.132475,T1,Negative
2018-05-20 17:25:50.137453,T1,Positive
2018-05-20 17:25:51.142127,T1,Positive
2018-05-20 17:25:52.147266,T1,Neutral
2018-05-20 17:25:53.151291,T1,Negative
2018-05-20 17:25:54.161331,T1,Negative
2018-05-20 17:25:55.182561,T1,Positive
2018-05-20 17:25:56.191633,T1,Neutral
2018-05-20 17:25:57.200222,T1,Positive
2018-05-20 17:25:58.206184,T1,Positive
2018-05-20 17:25:59.214668,T1,Positive
2018-05-20 17:26:00.219079,T1,Positive
2018-05-20 17:26:01.222887,T1,Positive
2018-05-20 17:26:02.228051,T1,Neutral
2018-05-20 17:26:03.238880,T1,Neutral
2018-05-20 17:26:04.249620,T1,Positive
2018-05-20 17:26:05.254437,T1,Neutral
2018-05-20 17:26:06.266160,T1,Neutral
2018-05-20 17:26:07.271454,T1,Negative
2018-05-20 17:26:08.281686,T1,Negative
2018-05-20 17:26:09.289007,T1,Positive
2018-05-20 17:26:10.296559,T1,Neutral
2018-05-20 17:26:11.303709,T1,Positive
2018-05-20 17:26:12.310809,T1,Neutral
2018-05-20 17:26:13.321527,T1,Positive
2018-05-20 17:26:14.327035,T1,Neutral
2018-05-20 17:26:15.335449,T1,Negative
2018-05-20 17:26:16.341139,T1,Negative
2018-05-20 17:26:17.350114,T1,Negative
2018-05-20 17:26:18.355622,T1,Negative
2018-05-20 17:26:19.365144,T1,Negative
2018-05-20 17:26:20.370074,T1,Negative
2018-05-20 17:26:21.374969,T1,Negative
2018-05-20 17:26:22.387314,T1,Positive
2018-05-20 17:26:23.398577,T1,Positive
2018-05-20 17:26:24.403354,T1,Negative
2018-05-20 17:26:25.415375,T1,Neutral
2018-05-20 17:26:26.419995,T1,Neutral
2018-05-20 17:26:27.426029,T1,Negative
2018-05-20 17:26:28.433686,T1,Positive
2018-05-20 17:26:29.449837,T1,Negative
2018-05-20 17:26:30.454469,T1,Negative
2018-05-20 17:26:31.458770,T1,Neutral
2018-05-20 17:26:32.462718,T1,Neutral
2018-05-20 17:26:33.466958,T1,Negative
2018-05-20 17:26:34.472698,T1,Neutral
2018-05-20 17:26:35.482896,T1,Negative
2018-05-20 17:26:36.488144,T1,Neutral
2018-05-20 17:26:37.493776,T1,Neutral
2018-05-20 17:26:38.499205,T1,Positive
2018-05-20 17:26:39.506530,T1,Negative
2018-05-20 17:26:40.518268,T1,Neutral
2018-05-20 17:26:41.522895,T1,Negative
2018-05-20 17:26:42.532975,T1,Negative
2018-05-20 17:26:43.541407,T1,Neutral
2018-05-20 17:26:44.548700,T1,Negative
2018-05-20 17:26:45.552954,T1,Positive
2018-05-20 17:26:46.560001,T1,Positive
2018-05-20 17:26:47.569745,T1,Negative
2018-05-20 17:26:48.576234,T1,Negative
2018-05-20 17:26:49.583697,T1,Negative
2018-05-20 17:26:50.591136,T1,Negative
2018-05-20 17:26:51.601285,T1,Positive
2018-05-20 17:26:52.609039,T1,Positive
2018-05-20 17:26:53.652845,T1,Negative
2018-05-20 17:26:54.672662,T1,Negative
2018-05-20 17:26:55.689935,T1,Neutral
2018-05-20 17:26:56.695225,T1,Neutral
2018-05-20 17:26:57.707033,T1,Negative
2018-05-20 17:26:58.716755,T1,Positive
2018-05-20 17:26:59.720739,T1,Negative
2018-05-20 17:27:00.727667,T1,Negative
2018-05-20 17:27:01.735487,T1,Neutral
2018-05-20 17:27:02.740421,T1,Negative
2018-05-20 17:27:03.750885,T1,Neutral
2018-05-20 17:27:04.759110,T1,Negative
2018-05-20 17:28:04.228123,T1,Negative
2018-05-20 17:28:05.244743,T1,Positive
2018-05-20 17:28:06.254968,T1,Negative
2018-05-20 17:28:07.264871,T1,Negative
2018-05-20 17:28:08.272169,T1,Negative
2018-05-20 17:28:09.283931,T1,Neutral
2018-05-20 17:28:10.290217,T1,Positive
2018-05-20 17:28:11.300509,T1,Negative
2018-05-20 17:28:12.307153,T1,Neutral
2018-05-20 17:35:19.151201,T1,Positive
2018-05-20 17:35:20.166803,T1,Neutral
2018-05-20 17:35:21.171018,T1,Positive
2018-05-20 17:35:22.175858,T1,Positive
2018-05-20 17:35:23.182758,T1,Neutral
2018-05-20 17:35:24.187054,T1,Positive
2018-05-20 17:35:25.192648,T1,Neutral
2018-05-20 17:35:26.198305,T1,Neutral
2018-05-20 17:35:27.202405,T1,Negative
2018-05-20 17:41:22.195519,T1,Negative
2018-05-20 17:41:23.217004,T1,Positive
2018-05-20 17:41:24.242531,T1,Negative
2018-05-20 17:41:25.248575,T1,Neutral
2018-05-20 17:41:26.254040,T1,Neutral
2018-05-20 17:41:27.258851,T1,Negative
2018-05-20 17:41:28.266464,T1,Positive
2018-05-20 17:41:29.272051,T1,Neutral
2018-05-20 17:41:30.292984,T1,Negative
2018-05-20 17:41:31.303632,T1,Neutral
2018-05-20 17:41:32.313810,T1,Neutral
2018-05-20 17:41:33.318216,T1,Neutral
2018-05-20 17:41:34.323827,T1,Negative
2018-05-20 17:41:35.328116,T1,Neutral
2018-05-20 17:41:36.332606,T1,Neutral
2018-05-20 17:41:37.339740,T1,Neutral
2018-05-20 17:41:38.349283,T1,Negative
2018-05-20 17:41:39.358615,T1,Negative
2018-05-20 17:41:40.432239,T1,Neutral
2018-05-20 17:48:51.582653,T1,Positive
2018-05-20 17:48:52.594334,T1,Positive
2018-05-20 17:48:53.601928,T1,Positive
2018-05-20 17:48:54.608188,T1,Neutral
2018-05-20 17:48:55.615589,T1,Positive
2018-05-20 17:48:56.622007,T1,Negative
2018-05-20 17:48:57.633795,T1,Negative
2018-05-20 17:48:58.644810,T1,Neutral
2018-05-20 17:48:59.651388,T1,Positive
2018-05-20 17:49:00.663555,T1,Positive
2018-05-20 17:49:01.683111,T1,Neutral
2018-05-20 17:49:02.693439,T1,Neutral
2018-05-20 17:49:03.699139,T1,Neutral
2018-05-20 17:49:04.704837,T1,Negative
2018-05-20 17:49:05.715037,T1,Positive
2018-05-20 17:49:06.720075,T1,Positive
2018-05-20 17:49:07.728935,T1,Negative
2018-05-20 17:49:08.735075,T1,Negative
2018-05-20 17:49:09.747019,T1,Negative
2018-05-20 17:49:10.764764,T1,Neutral
2018-05-20 17:49:11.780750,T1,Negative
2018-05-20 17:49:12.794939,T1,Negative
2018-05-20 17:49:13.812827,T1,Positive
2018-05-20 17:49:14.843012,T1,Negative
2018-05-20 17:49:15.866425,T1,Neutral
2018-05-20 17:49:16.884337,T1,Negative
2018-05-20 17:49:17.910113,T1,Negative
2018-05-20 17:49:18.943853,T1,Neutral
2018-05-20 17:49:19.963252,T1,Negative
2018-05-20 17:49:20.993900,T1,Positive
2018-05-20 17:49:22.004858,T1,Positive
2018-05-20 17:49:23.018153,T1,Positive
2018-05-20 17:49:24.045253,T1,Positive
2018-05-20 17:49:25.057642,T1,Negative
2018-05-20 17:49:26.079095,T1,Neutral
2018-05-20 17:49:27.106173,T1,Negative
2018-05-20 17:49:28.125559,T1,Negative
2018-05-20 17:49:29.137254,T1,Neutral
2018-05-20 17:49:30.150033,T1,Negative
2018-05-20 17:49:31.185421,T1,Negative
2018-05-20 17:49:32.200431,T1,Positive
2018-05-20 17:49:33.235225,T1,Positive
2018-05-20 17:49:34.244632,T1,Neutral
2018-05-20 17:49:35.268012,T1,Negative
2018-05-20 17:49:36.306058,T1,Positive
2018-05-20 17:49:37.321798,T1,Negative
2018-05-20 17:49:38.332737,T1,Positive
2018-05-20 17:49:39.342582,T1,Positive
2018-05-20 17:49:40.358191,T1,Neutral
2018-05-20 17:49:41.388408,T1,Positive
2018-05-20 17:49:42.395977,T1,Positive
2018-05-20 17:49:43.408356,T1,Neutral
2018-05-20 17:49:44.430006,T1,Positive
2018-05-20 17:49:45.438661,T1,Positive
2018-05-20 17:49:46.454376,T1,Neutral
2018-05-20 17:49:47.466682,T1,Neutral
2018-05-20 17:49:48.480506,T1,Negative
2018-05-20 17:49:49.493509,T1,Negative
2018-05-20 17:49:50.509847,T1,Negative
2018-05-20 17:49:51.517785,T1,Neutral
2018-05-20 17:49:52.528364,T1,Negative
2018-05-20 17:49:53.545418,T1,Neutral
2018-05-20 17:49:54.571281,T1,Positive
2018-05-20 17:49:55.594713,T1,Negative
2018-05-20 17:49:56.606271,T1,Positive
2018-05-20 17:49:57.619735,T1,Negative
2018-05-20 17:49:58.631346,T1,Neutral
2018-05-20 17:49:59.648945,T1,Negative
2018-05-20 17:50:00.666857,T1,Neutral
2018-05-20 17:50:01.680982,T1,Negative
2018-05-20 17:50:02.698081,T1,Positive
2018-05-20 17:50:03.719804,T1,Neutral
2018-05-20 17:50:04.735060,T1,Positive
2018-05-20 17:50:05.747635,T1,Neutral
2018-05-20 17:50:06.765760,T1,Positive
2018-05-20 17:50:07.788524,T1,Positive
2018-05-20 17:50:08.827371,T1,Positive
2018-05-20 17:50:09.843459,T1,Negative
2018-05-20 17:50:10.858021,T1,Positive
2018-05-20 17:50:11.872421,T1,Positive
2018-05-20 17:50:12.891010,T1,Neutral
2018-05-20 17:50:13.921931,T1,Positive
2018-05-20 17:50:14.928483,T1,Positive
2018-05-20 17:50:15.948296,T1,Neutral
2018-05-20 17:50:16.973693,T1,Neutral
2018-05-20 17:50:17.991038,T1,Neutral
2018-05-20 17:50:19.005395,T1,Positive
2018-05-20 17:50:20.025255,T1,Neutral
2018-05-20 17:50:21.039176,T1,Negative
2018-05-20 17:50:22.056886,T1,Negative
2018-05-20 17:50:23.070389,T1,Neutral
2018-05-20 17:50:24.113985,T1,Neutral
2018-05-20 17:50:25.120253,T1,Negative
2018-05-20 17:50:26.132658,T1,Negative
2018-05-20 17:50:27.145099,T1,Negative
2018-05-20 17:50:28.164412,T1,Positive
2018-05-20 17:50:29.188175,T1,Positive
2018-05-20 17:50:30.205871,T1,Neutral
2018-05-20 17:50:31.210866,T1,Neutral
2018-05-20 17:50:32.219965,T1,Neutral
2018-05-20 17:50:33.251701,T1,Positive
2018-05-20 17:50:34.269691,T1,Negative
2018-05-20 17:50:35.290558,T1,Negative
2018-05-20 17:51:25.288977,T1,Neutral
2018-05-20 17:51:26.292036,T1,Positive
2018-05-20 17:51:27.293858,T1,Negative
2018-05-20 17:51:28.295482,T1,Neutral
2018-05-20 17:51:29.297078,T1,Neutral
2018-05-20 17:51:30.298475,T1,Positive
2018-05-20 17:51:31.300360,T1,Neutral
2018-05-20 17:51:32.301704,T1,Neutral
2018-05-20 17:51:33.304371,T1,Positive
2018-05-20 17:57:26.158050,T1,Neutral
2018-05-20 17:57:27.159960,T1,Positive
2018-05-20 17:57:28.161321,T1,Negative
2018-05-20 17:57:29.162836,T1,Positive
2018-05-20 17:57:30.164581,T1,Positive
2018-05-20 17:57:31.165314,T1,Positive
2018-05-20 17:57:32.166613,T1,Negative
2018-05-20 17:57:33.168032,T1,Positive
2018-05-20 17:57:34.169465,T1,Neutral
2018-05-20 17:59:38.396794,T1,Neutral
2018-05-20 17:59:39.398705,T1,Negative
2018-05-20 17:59:40.400041,T1,Positive
2018-05-20 17:59:41.401403,T1,Neutral
2018-05-20 17:59:42.401853,T1,Neutral
2018-05-20 17:59:43.403258,T1,Positive
2018-05-20 17:59:44.404744,T1,Positive
2018-05-20 17:59:45.406156,T1,Negative
2018-05-20 17:59:46.407616,T1,Neutral
2018-05-20 18:00:25.700354,T1,Positive
2018-05-20 18:00:26.702144,T1,Neutral
2018-05-20 18:00:27.703611,T1,Negative
